Geo Point;Geo Shape;intptlat;name;funcstat;intptlon;namelsad;geoid;awater;gid;countyfp;mtfcc;tractce;statefp;aland
40.7085242292,-74.1042489845;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.116904, 40.710477], [-74.108154, 40.715963], [-74.103844, 40.718665], [-74.103774, 40.718694], [-74.101592, 40.717995], [-74.10158, 40.717884], [-74.101595, 40.717752], [-74.101674, 40.717768], [-74.101716, 40.717738], [-74.09831, 40.715684], [-74.096816, 40.714797], [-74.09676, 40.714764], [-74.096654, 40.714701], [-74.096506, 40.714613], [-74.096417, 40.714579], [-74.095515, 40.714084], [-74.09549, 40.714067], [-74.092499, 40.712049], [-74.092273, 40.711896], [-74.092646, 40.711658], [-74.092706, 40.711616], [-74.091515, 40.710874], [-74.089842, 40.709719], [-74.087242, 40.707995], [-74.086165, 40.707282], [-74.086291, 40.70713], [-74.084677, 40.706097], [-74.085347, 40.70555], [-74.086015, 40.705004], [-74.086551, 40.704566], [-74.086631, 40.704494], [-74.086934, 40.704709], [-74.087742, 40.705457], [-74.088041, 40.705229], [-74.089099, 40.705996999999996], [-74.090866, 40.707204], [-74.091087, 40.707355], [-74.091654, 40.707742], [-74.09231, 40.708179], [-74.093081, 40.708693], [-74.093902, 40.709241], [-74.094723, 40.709788], [-74.095321, 40.709228], [-74.095862, 40.708725], [-74.096404, 40.708223], [-74.096606, 40.708035], [-74.09695, 40.707716], [-74.097222, 40.707464], [-74.097533, 40.707175], [-74.097803, 40.706925], [-74.097888, 40.706799], [-74.097945, 40.706648], [-74.098083, 40.705893], [-74.098118, 40.705658], [-74.09827, 40.704646], [-74.098873, 40.705408], [-74.099612, 40.706202], [-74.09977, 40.706278], [-74.09983, 40.705611], [-74.100098, 40.704875], [-74.100135, 40.704777], [-74.10022, 40.704543], [-74.100462, 40.704131], [-74.100649, 40.703817], [-74.101096, 40.70325], [-74.101463, 40.702785], [-74.101839, 40.702339], [-74.102271, 40.701825], [-74.102572, 40.701469], [-74.103661, 40.700177], [-74.104214, 40.69955], [-74.105429, 40.698172], [-74.106434, 40.697139], [-74.107974, 40.69789], [-74.114559, 40.701071999999996], [-74.114287, 40.701402], [-74.113338, 40.702477], [-74.112787, 40.703102], [-74.113436, 40.704208], [-74.114703, 40.706368], [-74.11597, 40.708527], [-74.116514, 40.709454], [-74.117057, 40.710381], [-74.116904, 40.710477]]]]}";+40.7086175;54;S;-074.1042445;Census Tract 54;34017005400;1427099;40896;017;G5020;005400;34;1476223
40.7205651051,-74.0314465121;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.041248, 40.719805], [-74.041218, 40.720084], [-74.041121, 40.720794], [-74.041022, 40.721518], [-74.040922, 40.722245], [-74.040808, 40.722923], [-74.040762, 40.723199], [-74.040693, 40.723615], [-74.040592, 40.72423], [-74.040516, 40.724691], [-74.0405, 40.724788], [-74.040457, 40.725056], [-74.040003, 40.725006], [-74.039732, 40.724916], [-74.03912, 40.724737], [-74.039086, 40.724733], [-74.038701, 40.724681], [-74.037736, 40.724599], [-74.036928, 40.72453], [-74.036105, 40.724459], [-74.035813, 40.724434], [-74.035851, 40.724344], [-74.029535, 40.724136], [-74.021961, 40.723586], [-74.022511, 40.720573], [-74.022551, 40.72035], [-74.023386, 40.715774], [-74.032194, 40.71674], [-74.032857, 40.716892], [-74.03389, 40.717041], [-74.034024, 40.717060000000004], [-74.035505, 40.717274], [-74.035574, 40.717284], [-74.035868, 40.717356], [-74.036331, 40.717469], [-74.036685, 40.717565], [-74.037183, 40.7177], [-74.038836, 40.718218], [-74.0398, 40.71852], [-74.041335, 40.719002], [-74.041248, 40.719805]]]]}";+40.7202163;76;S;-074.0327243;Census Tract 76;34017007600;692977;41561;017;G5020;007600;34;563321
40.722611876,-74.064165312;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.067488, 40.718568], [-74.067469, 40.718645], [-74.067367, 40.719019], [-74.067279, 40.719304], [-74.067256, 40.719378], [-74.067185, 40.719563], [-74.067074, 40.719802], [-74.066986, 40.719978], [-74.066962, 40.720001], [-74.06673, 40.720201], [-74.066698, 40.720229], [-74.066532, 40.72043], [-74.066206, 40.720908], [-74.065899, 40.721442], [-74.065812, 40.721595], [-74.065695, 40.721758], [-74.065705, 40.722191], [-74.065744, 40.722573], [-74.065758, 40.722723], [-74.065753, 40.723115], [-74.065174, 40.724066], [-74.065159, 40.724094], [-74.064497, 40.725311], [-74.064144, 40.726], [-74.063877, 40.726522], [-74.063862, 40.72658], [-74.063579, 40.727702], [-74.062034, 40.726603], [-74.06196, 40.72655], [-74.061726, 40.726384], [-74.06159, 40.726246], [-74.061435, 40.726088], [-74.061111, 40.725753], [-74.061112, 40.725663], [-74.061292, 40.725412], [-74.06132, 40.724953], [-74.061651, 40.724514], [-74.060703, 40.724207], [-74.060606, 40.724149], [-74.060586, 40.724075], [-74.060612, 40.723993], [-74.061022, 40.723611], [-74.06106, 40.723576], [-74.061702, 40.722978], [-74.06277, 40.721859], [-74.063439, 40.721196], [-74.06397, 40.720671], [-74.065046, 40.719376], [-74.065241, 40.719099], [-74.065451, 40.718802], [-74.065866, 40.718214], [-74.066309, 40.717586], [-74.066867, 40.716795], [-74.067194, 40.716331], [-74.067219, 40.716296], [-74.067322, 40.716961], [-74.067486, 40.717758], [-74.067562, 40.718256], [-74.067488, 40.718568]]]]}";+40.7226118;31;S;-074.0641654;Census Tract 31;34017003100;0;41569;017;G5020;003100;34;260420
40.7343894435,-74.0699803964;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.072749, 40.734808], [-74.072413, 40.735488], [-74.072092, 40.736136], [-74.071716, 40.736911], [-74.07154, 40.737083], [-74.071453, 40.737168], [-74.069936, 40.73672], [-74.069766, 40.736671], [-74.069096, 40.736479], [-74.068144, 40.736206], [-74.066731, 40.735782], [-74.066914, 40.735398], [-74.067019, 40.735177], [-74.067107, 40.73492], [-74.06713, 40.734853], [-74.067223, 40.734539], [-74.067256, 40.734212], [-74.06741, 40.733954], [-74.067633, 40.733571], [-74.06853, 40.732029], [-74.068815, 40.731575], [-74.069753, 40.731773], [-74.070681, 40.731968], [-74.071657, 40.732174], [-74.072084, 40.732264], [-74.072579, 40.732389], [-74.072551, 40.732434], [-74.072155, 40.733086], [-74.07178, 40.733722], [-74.073081, 40.734137], [-74.072749, 40.734808]]]]}";+40.7343894;18;S;-074.0699804;Census Tract 18;34017001800;0;40826;017;G5020;001800;34;212552
40.6909076037,-74.0921842181;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.099834, 40.685726], [-74.099794, 40.685772], [-74.098859, 40.686858], [-74.098779, 40.686951], [-74.09867, 40.687078], [-74.098378, 40.6874], [-74.098114, 40.687717], [-74.097688, 40.688229], [-74.097491, 40.688465], [-74.097219, 40.688792], [-74.096985, 40.689047], [-74.096563, 40.68951], [-74.09558, 40.689942], [-74.094802, 40.690276], [-74.094495, 40.69041], [-74.094042, 40.690607], [-74.094006, 40.690623], [-74.093764, 40.690752], [-74.094956, 40.692088], [-74.094255, 40.692666], [-74.093948, 40.692919], [-74.093647, 40.693167], [-74.093132, 40.693569], [-74.093038, 40.693643], [-74.092472, 40.694114], [-74.091605, 40.694836], [-74.0914, 40.695], [-74.090642, 40.695609], [-74.090623, 40.695621], [-74.089845, 40.696034], [-74.089827, 40.696047], [-74.088834, 40.696724], [-74.088133, 40.697202], [-74.087399, 40.697703], [-74.08542, 40.696169], [-74.084632, 40.695558], [-74.083881, 40.695009], [-74.087132, 40.692439], [-74.088435, 40.69143], [-74.089146, 40.69088], [-74.091598, 40.688982], [-74.092907, 40.687968], [-74.09338, 40.687597], [-74.094232, 40.686927], [-74.094286, 40.686885], [-74.094392, 40.686801], [-74.094459, 40.686756], [-74.09453, 40.686685], [-74.095111, 40.686186], [-74.09539, 40.685925], [-74.095531, 40.685793], [-74.09556, 40.685764], [-74.09636, 40.684922], [-74.09676, 40.684435], [-74.097229, 40.683866], [-74.098646, 40.682218], [-74.098964, 40.68282], [-74.099224, 40.683781], [-74.099918, 40.685624], [-74.099834, 40.685726]]]]}";+40.6909075;63;S;-074.0921846;Census Tract 63;34017006300;0;40923;017;G5020;006300;34;676572
40.7205535833,-74.052552374;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.056096, 40.717399], [-74.05608, 40.717558], [-74.05603, 40.71807], [-74.056007, 40.718302], [-74.055839, 40.718896], [-74.055669, 40.719501], [-74.055601, 40.719741], [-74.055436, 40.72027], [-74.055215, 40.720991], [-74.054693, 40.722495], [-74.054538, 40.722924], [-74.054484, 40.723074], [-74.054362, 40.723413], [-74.054263, 40.723687], [-74.053932, 40.724603], [-74.053417, 40.725978], [-74.053337, 40.726191], [-74.05317, 40.726638], [-74.052598, 40.726115], [-74.052302, 40.725841], [-74.052127, 40.72568], [-74.05178, 40.725358], [-74.051731, 40.725313], [-74.050913, 40.724554], [-74.050671, 40.724536], [-74.050699, 40.724356], [-74.050784, 40.723817], [-74.050905, 40.72305], [-74.051007, 40.722402], [-74.05101, 40.722384], [-74.051258, 40.722093], [-74.051295, 40.722032], [-74.051373, 40.721905], [-74.050777, 40.721874], [-74.050573, 40.721863], [-74.050318, 40.7218], [-74.04976, 40.721626], [-74.049788, 40.721572], [-74.050118, 40.720941], [-74.050488, 40.720234], [-74.050839, 40.719561], [-74.051171, 40.718955], [-74.051559, 40.718247], [-74.050033, 40.717786], [-74.048512, 40.717326], [-74.046928, 40.716829], [-74.04575, 40.716443], [-74.045709, 40.716405], [-74.045696, 40.716367], [-74.045675, 40.716277], [-74.045686, 40.71619], [-74.045961, 40.716225], [-74.047068, 40.716346], [-74.048101, 40.716456], [-74.048932, 40.71656], [-74.05058, 40.716746], [-74.052276, 40.716938], [-74.054036, 40.717125], [-74.054635, 40.717189], [-74.055685, 40.717302], [-74.056088, 40.717345], [-74.056096, 40.717399]]]]}";+40.7205535;65;S;-074.0525523;Census Tract 65;34017006500;0;42078;017;G5020;006500;34;378141
40.7000594723,-74.0826251308;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.088576, 40.702742], [-74.087974, 40.703285], [-74.086572, 40.702382], [-74.085945, 40.702958], [-74.085258, 40.70359], [-74.083881, 40.702683], [-74.083286, 40.702291], [-74.082364, 40.701684], [-74.082348, 40.701667], [-74.081788, 40.70222], [-74.081704, 40.702303], [-74.081205, 40.702816], [-74.080574, 40.70347], [-74.077932, 40.701361], [-74.077733, 40.701476], [-74.076899, 40.700791], [-74.076769, 40.700689], [-74.07656, 40.700529], [-74.076701, 40.700448], [-74.076912, 40.70031], [-74.077079, 40.700184], [-74.077135, 40.700136], [-74.077255, 40.700035], [-74.077664, 40.699713], [-74.078329, 40.69919], [-74.078455, 40.699091], [-74.078788, 40.698842], [-74.080606, 40.697479], [-74.080855, 40.697293], [-74.083881, 40.695009], [-74.084632, 40.695558], [-74.08542, 40.696169], [-74.083703, 40.697467], [-74.08526, 40.699161], [-74.084909, 40.6994], [-74.087219, 40.70094], [-74.08741, 40.701064], [-74.089172, 40.702208], [-74.088576, 40.702742]]]]}";+40.7000595;58.01;S;-074.0826251;Census Tract 58.01;34017005801;0;40897;017;G5020;005801;34;448245
40.7112774133,-74.072457061;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.07694, 40.708642], [-74.076504, 40.709458], [-74.076361, 40.709728], [-74.07616, 40.710107], [-74.075689, 40.710998000000004], [-74.075416, 40.711512], [-74.075304, 40.711724], [-74.07511, 40.711945], [-74.074608, 40.712515], [-74.074069, 40.713112], [-74.073451, 40.713797], [-74.07301, 40.714286], [-74.070803, 40.71484], [-74.069522, 40.715161], [-74.069187, 40.715245], [-74.069118, 40.715213], [-74.068967, 40.715143], [-74.068059, 40.715406], [-74.067933, 40.715333], [-74.067688, 40.71519], [-74.067192, 40.714901], [-74.0671, 40.714847], [-74.067257, 40.714637], [-74.067397, 40.714414], [-74.067774, 40.713815], [-74.068884, 40.712117], [-74.06892, 40.712061], [-74.069215, 40.711648], [-74.069717, 40.711073], [-74.069908, 40.710898], [-74.070145, 40.710682], [-74.070661, 40.710374], [-74.071051, 40.710142], [-74.071273, 40.709948], [-74.071474, 40.709706], [-74.071576, 40.709583], [-74.071669, 40.709465], [-74.07242, 40.708507], [-74.072432, 40.708491], [-74.072786, 40.707696], [-74.07329, 40.706634], [-74.074294, 40.706948], [-74.075316, 40.707271], [-74.076357, 40.707594], [-74.07734, 40.707902], [-74.07694, 40.708642]]]]}";+40.7112774;45;S;-074.0724572;Census Tract 45;34017004500;0;40894;017;G5020;004500;34;388078
40.7399427639,-74.062386038;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.066463, 40.736345], [-74.066409, 40.736458], [-74.066122, 40.737143], [-74.066014, 40.737402], [-74.065713, 40.73812], [-74.065387, 40.738896], [-74.065301, 40.739085], [-74.065465, 40.739229], [-74.065143, 40.739602], [-74.064115, 40.740602], [-74.064075, 40.740643], [-74.063602, 40.741309], [-74.06378, 40.741675], [-74.063874, 40.74194], [-74.063989, 40.742413], [-74.064126, 40.743159], [-74.064189, 40.743854], [-74.06424, 40.744743], [-74.064235, 40.745132], [-74.064224, 40.746106], [-74.064221, 40.746374], [-74.064219, 40.746557], [-74.064168, 40.747077], [-74.064127, 40.747432], [-74.06404, 40.747728], [-74.064016, 40.747794], [-74.063899, 40.747803], [-74.063149, 40.747451], [-74.061807, 40.746927], [-74.061884, 40.746776], [-74.062066, 40.746246], [-74.062216, 40.74581], [-74.062323, 40.745502], [-74.060499, 40.744731], [-74.060895, 40.744155], [-74.060978, 40.744042], [-74.061426, 40.743430000000004], [-74.059704, 40.742733], [-74.060152, 40.742103], [-74.060588, 40.741493], [-74.059732, 40.741139], [-74.059906, 40.740686], [-74.060258, 40.739728], [-74.060286, 40.739651], [-74.060367, 40.739429], [-74.060383, 40.73936], [-74.058216, 40.738764], [-74.058658, 40.738344], [-74.058682, 40.738321], [-74.058744, 40.738262], [-74.05879, 40.738169], [-74.05881, 40.737517], [-74.058819, 40.737196], [-74.058825, 40.736988], [-74.058827, 40.736968], [-74.058859, 40.736649], [-74.058895, 40.736286], [-74.059007, 40.735782], [-74.059263, 40.734854], [-74.060295, 40.734986], [-74.063122, 40.73535], [-74.064489, 40.735514], [-74.064933, 40.735567], [-74.065003, 40.735575], [-74.066731, 40.735782], [-74.066463, 40.736345]]]]}";+40.7399426;9.02;S;-074.0623860;Census Tract 9.02;34017000902;0;40801;017;G5020;000902;34;521914
40.7368542552,-74.0770556834;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.089286, 40.738401], [-74.083061, 40.740149], [-74.081957, 40.739832], [-74.081317, 40.73966], [-74.079041, 40.739046], [-74.077773, 40.738717], [-74.076038, 40.738267], [-74.075987, 40.738254], [-74.07568, 40.738189], [-74.075512, 40.73822], [-74.075439, 40.738233], [-74.075349, 40.738249], [-74.075189, 40.738278], [-74.07492, 40.738327], [-74.073937, 40.738505], [-74.073824, 40.738525], [-74.073079, 40.73866], [-74.072218, 40.738795], [-74.071919, 40.738842], [-74.071775, 40.738864], [-74.071208, 40.738953], [-74.070629, 40.738984], [-74.069663, 40.739037], [-74.069614, 40.73904], [-74.06953, 40.739044], [-74.06855, 40.739098], [-74.068104, 40.739122], [-74.067802, 40.739134], [-74.065465, 40.739229], [-74.065301, 40.739085], [-74.065387, 40.738896], [-74.065713, 40.73812], [-74.066014, 40.737402], [-74.066122, 40.737143], [-74.066409, 40.736458], [-74.066463, 40.736345], [-74.066731, 40.735782], [-74.068144, 40.736206], [-74.069096, 40.736479], [-74.069766, 40.736671], [-74.069936, 40.73672], [-74.071453, 40.737168], [-74.07154, 40.737083], [-74.071716, 40.736911], [-74.072092, 40.736136], [-74.072413, 40.735488], [-74.072749, 40.734808], [-74.073081, 40.734137], [-74.07178, 40.733722], [-74.072155, 40.733086], [-74.072551, 40.732434], [-74.072579, 40.732389], [-74.073466, 40.732613], [-74.073761, 40.732688], [-74.074407, 40.732841], [-74.075338, 40.733063], [-74.076255, 40.733282], [-74.077193, 40.733505], [-74.078121, 40.733726], [-74.079109, 40.733963], [-74.08105, 40.734433], [-74.081132, 40.734451], [-74.084993, 40.73649], [-74.087972, 40.737961], [-74.089286, 40.738401]]]]}";+40.7369958;17.01;S;-074.0769940;Census Tract 17.01;34017001701;46831;41560;017;G5020;001701;34;767508
40.7381021133,-74.0470561479;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.051063, 40.73703], [-74.050924, 40.737212], [-74.050851, 40.737398], [-74.050811, 40.737745], [-74.05077, 40.738093], [-74.050747, 40.738138], [-74.050698, 40.73824], [-74.050515, 40.738434], [-74.049971, 40.739], [-74.049394, 40.739599], [-74.048826, 40.740189], [-74.048522, 40.740505], [-74.047668, 40.741847], [-74.046899, 40.741563], [-74.046067, 40.741255], [-74.04523, 40.740944999999996], [-74.044942, 40.740829], [-74.044851, 40.740804], [-74.044713, 40.740811], [-74.044615, 40.740858], [-74.044557, 40.740892], [-74.044503, 40.740906], [-74.044381, 40.740878], [-74.044387, 40.740822], [-74.045163, 40.739749], [-74.045202, 40.739681], [-74.045202, 40.739637], [-74.045152, 40.739601], [-74.045083, 40.739601], [-74.045039, 40.739637], [-74.044992, 40.739731], [-74.044945, 40.739806], [-74.044858, 40.739883], [-74.04442, 40.74022], [-74.044301, 40.740321], [-74.044199, 40.740389], [-74.044139, 40.740397], [-74.043966, 40.74036], [-74.043902, 40.740341], [-74.043723, 40.740287], [-74.043702, 40.740279], [-74.043699, 40.740237], [-74.043652, 40.740139], [-74.043548, 40.740014], [-74.043985, 40.739401], [-74.043804, 40.73846], [-74.043822, 40.738402], [-74.043922, 40.738167], [-74.044117, 40.737814], [-74.042931, 40.736251], [-74.043451, 40.736182], [-74.043788, 40.736137], [-74.04391, 40.73612], [-74.044418, 40.73603], [-74.045495, 40.735777], [-74.04576, 40.735709], [-74.046238, 40.735587], [-74.0472, 40.735341], [-74.048254, 40.735071], [-74.048534, 40.734618], [-74.048837, 40.734719], [-74.049039, 40.734819], [-74.049948, 40.735222], [-74.049857, 40.735364], [-74.049612, 40.735747], [-74.049404, 40.736074], [-74.051145, 40.736941], [-74.051063, 40.73703]]]]}";+40.7381021;13;S;-074.0470562;Census Tract 13;34017001300;0;40825;017;G5020;001300;34;325574
40.7321372169,-74.0824404554;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.093968, 40.735281], [-74.089286, 40.738401], [-74.087972, 40.737961], [-74.084993, 40.73649], [-74.081132, 40.734451], [-74.08105, 40.734433], [-74.079109, 40.733963], [-74.078121, 40.733726], [-74.077193, 40.733505], [-74.076255, 40.733282], [-74.075338, 40.733063], [-74.074407, 40.732841], [-74.073761, 40.732688], [-74.073466, 40.732613], [-74.072579, 40.732389], [-74.072084, 40.732264], [-74.071657, 40.732174], [-74.070681, 40.731968], [-74.071807, 40.730186], [-74.071434, 40.730036], [-74.071898, 40.729598], [-74.073874, 40.730403], [-74.07422, 40.729959], [-74.074369, 40.729762], [-74.074686, 40.729364], [-74.074868, 40.729136], [-74.075246, 40.728638], [-74.075471, 40.728335], [-74.076059, 40.72752], [-74.076175, 40.727359], [-74.076621, 40.726681], [-74.077021, 40.726056], [-74.077204, 40.725811], [-74.077293, 40.725693], [-74.07759, 40.725301], [-74.077874, 40.724938], [-74.07822, 40.724536], [-74.079193, 40.724973], [-74.080077, 40.72537], [-74.079847, 40.72574], [-74.080417, 40.726193], [-74.081886, 40.726901], [-74.081715, 40.727156], [-74.08187, 40.727226], [-74.081387, 40.727838], [-74.080828, 40.728547], [-74.080868, 40.728565], [-74.081641, 40.728913], [-74.082452, 40.729278], [-74.084128, 40.73003], [-74.085152, 40.730478], [-74.085221, 40.730507], [-74.085798, 40.730767], [-74.093487, 40.734214], [-74.093534, 40.734222], [-74.093788, 40.73424], [-74.0947, 40.73447], [-74.093968, 40.735281]]]]}";+40.7313837;27;S;-074.0786266;Census Tract 27;34017002700;61353;41350;017;G5020;002700;34;1092630
40.7281630054,-74.0694432074;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.07181, 40.726119], [-74.071737, 40.72616], [-74.071633, 40.726248], [-74.071564, 40.726306], [-74.071541, 40.726335], [-74.071404, 40.726514], [-74.071325, 40.726618], [-74.071209, 40.726772], [-74.070676, 40.72745], [-74.070485, 40.727692], [-74.070108, 40.728221], [-74.070051, 40.72831], [-74.069785, 40.728725], [-74.070472, 40.729016], [-74.071898, 40.729598], [-74.071434, 40.730036], [-74.071807, 40.730186], [-74.070681, 40.731968], [-74.069753, 40.731773], [-74.068815, 40.731575], [-74.067819, 40.731365], [-74.068022, 40.731066], [-74.068181, 40.730817], [-74.068503, 40.730263], [-74.068548, 40.730213], [-74.069474, 40.72921], [-74.068709, 40.728876], [-74.068149, 40.729337], [-74.067474, 40.728878], [-74.066861, 40.72846], [-74.067077, 40.727584], [-74.067186, 40.727171], [-74.067203, 40.727109], [-74.067453, 40.726448], [-74.06749, 40.726345], [-74.067669, 40.725808], [-74.067756, 40.725549], [-74.067828, 40.725474], [-74.068016, 40.725309], [-74.068044, 40.72529], [-74.068288, 40.725145], [-74.068625, 40.724984], [-74.069286, 40.7247], [-74.069627, 40.724831], [-74.070795, 40.725281], [-74.071038, 40.725374], [-74.07223, 40.725883], [-74.07181, 40.726119]]]]}";+40.7281630;29;S;-074.0694432;Census Tract 29;34017002900;0;40889;017;G5020;002900;34;204436
40.7041086916,-74.0756864996;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.079988, 40.704077], [-74.079453, 40.704631], [-74.078856, 40.70525], [-74.078665, 40.705448], [-74.078652, 40.705471], [-74.078438, 40.705868], [-74.078143, 40.706414], [-74.078086, 40.70652], [-74.077739, 40.707162], [-74.07734, 40.707902], [-74.076357, 40.707594], [-74.075316, 40.707271], [-74.074294, 40.706948], [-74.07329, 40.706634], [-74.073491, 40.706211], [-74.072601, 40.705515], [-74.07252, 40.705451], [-74.071815, 40.704874], [-74.071041, 40.704223999999996], [-74.070447, 40.703726], [-74.070274, 40.703575], [-74.070184, 40.703507], [-74.070128, 40.703461], [-74.070417, 40.703322], [-74.070704, 40.703187], [-74.071757, 40.702726], [-74.072488, 40.702406], [-74.074263, 40.701629], [-74.075522, 40.701015], [-74.075964, 40.700815], [-74.076244, 40.70069], [-74.07649, 40.700569], [-74.07656, 40.700529], [-74.076769, 40.700689], [-74.076899, 40.700791], [-74.077733, 40.701476], [-74.077932, 40.701361], [-74.080574, 40.70347], [-74.079988, 40.704077]]]]}";+40.7041087;53;S;-074.0756865;Census Tract 53;34017005300;0;40895;017;G5020;005300;34;385161
40.7253930247,-74.0503730511;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.05308, 40.726879], [-74.052821, 40.727569], [-74.051854, 40.727465], [-74.050234, 40.72733], [-74.050122, 40.728058], [-74.048448, 40.727925], [-74.048556, 40.72719], [-74.048658, 40.72649], [-74.048763, 40.725779], [-74.048798, 40.725574], [-74.048885, 40.725071], [-74.049001, 40.724394], [-74.049125, 40.723665], [-74.049214, 40.723149], [-74.049253, 40.722918], [-74.049366, 40.722259], [-74.04937, 40.722233], [-74.049372, 40.722224], [-74.04976, 40.721626], [-74.050318, 40.7218], [-74.050573, 40.721863], [-74.050777, 40.721874], [-74.051373, 40.721905], [-74.051295, 40.722032], [-74.051258, 40.722093], [-74.05101, 40.722384], [-74.051007, 40.722402], [-74.050905, 40.72305], [-74.050784, 40.723817], [-74.050699, 40.724356], [-74.050671, 40.724536], [-74.050913, 40.724554], [-74.051731, 40.725313], [-74.05178, 40.725358], [-74.052127, 40.72568], [-74.052302, 40.725841], [-74.052598, 40.726115], [-74.05317, 40.726638], [-74.05308, 40.726879]]]]}";+40.7253930;22;S;-074.0503730;Census Tract 22;34017002200;0;41349;017;G5020;002200;34;149351
40.7369135926,-74.0563237198;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.058825, 40.736988], [-74.058819, 40.737196], [-74.05881, 40.737517], [-74.05879, 40.738169], [-74.058744, 40.738262], [-74.058682, 40.738321], [-74.058658, 40.738344], [-74.058216, 40.738764], [-74.057756, 40.739201], [-74.057674, 40.739279], [-74.057346, 40.739115], [-74.05488, 40.737879], [-74.053216, 40.73708], [-74.053798, 40.736447], [-74.054232, 40.735951], [-74.054732, 40.735382], [-74.055253, 40.734787], [-74.055573, 40.734422], [-74.055723, 40.734251], [-74.056626, 40.735041], [-74.057759, 40.736033], [-74.058827, 40.736968], [-74.058825, 40.736988]]]]}";+40.7369136;12.01;S;-074.0563237;Census Tract 12.01;34017001201;0;41534;017;G5020;001201;34;138957
40.7497682849,-74.058457353;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.063928, 40.748033], [-74.063835, 40.748238], [-74.063665, 40.748517], [-74.063637, 40.748556], [-74.063456, 40.748802], [-74.063199, 40.749091], [-74.062768, 40.749509], [-74.061801, 40.750448], [-74.059364, 40.752822], [-74.057938, 40.754165], [-74.057721, 40.754066], [-74.056786, 40.753635], [-74.056662, 40.753789], [-74.056167, 40.75357], [-74.055695, 40.75325], [-74.054838, 40.752915], [-74.053991, 40.752584], [-74.053105, 40.752237], [-74.053188, 40.752168], [-74.053503, 40.751813], [-74.053603, 40.751668], [-74.054038, 40.751037], [-74.054432, 40.750435], [-74.054859, 40.749781], [-74.055344, 40.74904], [-74.055738, 40.748451], [-74.05606, 40.747969], [-74.056165, 40.747812], [-74.056554, 40.74722], [-74.057375, 40.745986], [-74.057556, 40.745712], [-74.057822, 40.74535], [-74.059593, 40.746047], [-74.060391, 40.74636], [-74.061224, 40.746699], [-74.061807, 40.746927], [-74.063149, 40.747451], [-74.063899, 40.747803], [-74.064016, 40.747794], [-74.063928, 40.748033]]]]}";+40.7497683;4;S;-074.0584574;Census Tract 4;34017000400;0;40819;017;G5020;000400;34;464436
